response_id,task,duration,offer,outcome,price,rtb,social_proof,answer
R_1E3Vdyd5ghhL0Tv,10,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,"unique daily games, challenges and exercises",leading researchers,3
R_1E3Vdyd5ghhL0Tv,11,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,the support of a community of people just like you,scientific evidence,3
R_1E3Vdyd5ghhL0Tv,12,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,the support of a community of people just like you,scientific evidence,3
R_1E3Vdyd5ghhL0Tv,2,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,daily text messages from a coach,scientific evidence,3
R_1E3Vdyd5ghhL0Tv,3,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,a method that has helped thousands,3
R_1E3Vdyd5ghhL0Tv,4,3 months,improve your sleep sustainably,changing your sleep mindset,$20/month,"personalized, human coaching",scientific evidence,3
R_1E3Vdyd5ghhL0Tv,5,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$30/month,"personalized, human coaching",leading researchers,3
R_1E3Vdyd5ghhL0Tv,6,12 months,help you lead a better life,changing your sleep mindset,$40/month,daily text messages from a coach,a method that has helped thousands,3
R_1E3Vdyd5ghhL0Tv,7,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$40/month,the support of a community of people just like you,scientific evidence,3
R_1E3Vdyd5ghhL0Tv,8,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,a program created just for you,professional athletes,3
R_1E3Vdyd5ghhL0Tv,9,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,a program created just for you,scientific evidence,3
R_1EaOQeKaxI9uImd,1,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,leading researchers,3
R_1EaOQeKaxI9uImd,10,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,"unique daily games, challenges and exercises",professional athletes,2
R_1EaOQeKaxI9uImd,11,3 months,improve your sleep sustainably,changing your sleep mindset,$30/month,cognitive behavioral therapy,leading researchers,3
R_1EaOQeKaxI9uImd,12,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,scientific evidence,3
R_1EaOQeKaxI9uImd,2,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",scientific evidence,2
R_1EaOQeKaxI9uImd,3,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,a program created just for you,professional athletes,4
R_1EaOQeKaxI9uImd,4,12 months,improve your health for the long-run,changing your sleep mindset,$20/month,"personalized, human coaching",a method that has helped thousands,3
R_1EaOQeKaxI9uImd,5,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,cognitive behavioral therapy,scientific evidence,2
R_1EaOQeKaxI9uImd,6,3 months,help you lead a better life,changing your sleep mindset,$20/month,a program created just for you,leading researchers,1
R_1EaOQeKaxI9uImd,7,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",a method that has helped thousands,3
R_1EaOQeKaxI9uImd,8,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,cognitive behavioral therapy,leading researchers,2
R_1EaOQeKaxI9uImd,9,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,"personalized, human coaching",scientific evidence,4
R_1Ei1Cx8tNatny8e,1,6 months,improve your health for the long-run,changing your sleep mindset,$30/month,the support of a community of people just like you,scientific evidence,1
R_1Ei1Cx8tNatny8e,10,6 months,improve your sleep sustainably,changing your sleep mindset,$30/month,daily text messages from a coach,scientific evidence,1
R_1Ei1Cx8tNatny8e,11,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,"unique daily games, challenges and exercises",leading researchers,1
R_1Ei1Cx8tNatny8e,12,3 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,"personalized, human coaching",leading researchers,1
R_1Ei1Cx8tNatny8e,2,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,a program created just for you,leading researchers,1
R_1Ei1Cx8tNatny8e,3,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,a program created just for you,a method that has helped thousands,1
R_1Ei1Cx8tNatny8e,4,3 months,improve your health for the long-run,changing your sleep mindset,$20/month,daily text messages from a coach,a method that has helped thousands,1
R_1Ei1Cx8tNatny8e,5,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",professional athletes,1
R_1Ei1Cx8tNatny8e,6,3 months,improve your health for the long-run,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",leading researchers,1
R_1Ei1Cx8tNatny8e,7,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,a program created just for you,scientific evidence,1
R_1Ei1Cx8tNatny8e,8,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,"personalized, human coaching",leading researchers,1
R_1Ei1Cx8tNatny8e,9,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$40/month,daily text messages from a coach,professional athletes,1
R_1eOHVQ5GqFS4efg,1,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",a method that has helped thousands,3
R_1eOHVQ5GqFS4efg,10,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,scientific evidence,1
R_1eOHVQ5GqFS4efg,11,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$40/month,the support of a community of people just like you,leading researchers,1
R_1eOHVQ5GqFS4efg,12,6 months,help you sleep without more pills,changing your sleep mindset,$30/month,cognitive behavioral therapy,scientific evidence,1
R_1eOHVQ5GqFS4efg,2,3 months,help you lead a better life,changing your sleep mindset,$40/month,"unique daily games, challenges and exercises",scientific evidence,1
R_1eOHVQ5GqFS4efg,3,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,professional athletes,1
R_1eOHVQ5GqFS4efg,4,3 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,a method that has helped thousands,1
R_1eOHVQ5GqFS4efg,5,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",a method that has helped thousands,1
R_1eOHVQ5GqFS4efg,6,6 months,help you lead a better life,empowering you to take back your sleep habits,$30/month,the support of a community of people just like you,scientific evidence,1
R_1eOHVQ5GqFS4efg,7,3 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",a method that has helped thousands,1
R_1eOHVQ5GqFS4efg,8,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,a program created just for you,a method that has helped thousands,1
R_1eOHVQ5GqFS4efg,9,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,daily text messages from a coach,a method that has helped thousands,1
R_1eQ51rNjq2SDyk0,1,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,a method that has helped thousands,2
R_1eQ51rNjq2SDyk0,10,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,scientific evidence,1
R_1eQ51rNjq2SDyk0,11,3 months,help you sleep without more pills,changing your sleep mindset,$40/month,daily text messages from a coach,professional athletes,1
R_1eQ51rNjq2SDyk0,12,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,daily text messages from a coach,leading researchers,1
R_1eQ51rNjq2SDyk0,2,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,a method that has helped thousands,2
R_1eQ51rNjq2SDyk0,3,12 months,improve your sleep sustainably,changing your sleep mindset,$30/month,cognitive behavioral therapy,a method that has helped thousands,1
R_1eQ51rNjq2SDyk0,4,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,"personalized, human coaching",professional athletes,2
R_1eQ51rNjq2SDyk0,5,3 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,a method that has helped thousands,1
R_1eQ51rNjq2SDyk0,6,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,a program created just for you,leading researchers,1
R_1eQ51rNjq2SDyk0,7,6 months,improve your health for the long-run,changing your sleep mindset,$40/month,"personalized, human coaching",scientific evidence,1
R_1eQ51rNjq2SDyk0,8,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,"unique daily games, challenges and exercises",scientific evidence,1
R_1eQ51rNjq2SDyk0,9,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",a method that has helped thousands,1
R_1eqNqh1ER7jazGK,1,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,professional athletes,3
R_1eqNqh1ER7jazGK,10,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,the support of a community of people just like you,scientific evidence,3
R_1eqNqh1ER7jazGK,11,12 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,cognitive behavioral therapy,leading researchers,3
R_1eqNqh1ER7jazGK,12,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,a program created just for you,scientific evidence,3
R_1eqNqh1ER7jazGK,2,6 months,improve your sleep sustainably,changing your sleep mindset,$40/month,daily text messages from a coach,a method that has helped thousands,3
R_1eqNqh1ER7jazGK,3,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,cognitive behavioral therapy,scientific evidence,3
R_1eqNqh1ER7jazGK,4,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,the support of a community of people just like you,a method that has helped thousands,3
R_1eqNqh1ER7jazGK,5,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,scientific evidence,3
R_1eqNqh1ER7jazGK,6,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$20/month,a program created just for you,a method that has helped thousands,4
R_1eqNqh1ER7jazGK,7,6 months,improve your health for the long-run,changing your sleep mindset,$20/month,the support of a community of people just like you,a method that has helped thousands,4
R_1eqNqh1ER7jazGK,8,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,leading researchers,4
R_1eqNqh1ER7jazGK,9,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,leading researchers,4
R_1eyEtWp2aKM3sn1,1,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,a method that has helped thousands,1
R_1eyEtWp2aKM3sn1,10,3 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,daily text messages from a coach,professional athletes,1
R_1eyEtWp2aKM3sn1,11,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,the support of a community of people just like you,leading researchers,1
R_1eyEtWp2aKM3sn1,12,12 months,improve your sleep sustainably,changing your sleep mindset,$20/month,cognitive behavioral therapy,professional athletes,1
R_1eyEtWp2aKM3sn1,2,12 months,help you lead a better life,changing your sleep mindset,$20/month,the support of a community of people just like you,a method that has helped thousands,1
R_1eyEtWp2aKM3sn1,3,12 months,help you sleep without more pills,changing your sleep mindset,$20/month,"personalized, human coaching",professional athletes,1
R_1eyEtWp2aKM3sn1,4,3 months,improve your health for the long-run,changing your sleep mindset,$20/month,"personalized, human coaching",professional athletes,1
R_1eyEtWp2aKM3sn1,5,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,daily text messages from a coach,scientific evidence,1
R_1eyEtWp2aKM3sn1,6,6 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",professional athletes,1
R_1eyEtWp2aKM3sn1,7,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",a method that has helped thousands,1
R_1eyEtWp2aKM3sn1,8,12 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",professional athletes,1
R_1eyEtWp2aKM3sn1,9,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,daily text messages from a coach,a method that has helped thousands,1
R_1Fb31HSXkBpmLfh,1,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,a method that has helped thousands,4
R_1Fb31HSXkBpmLfh,10,6 months,improve your health for the long-run,changing your sleep mindset,$20/month,"personalized, human coaching",leading researchers,3
R_1Fb31HSXkBpmLfh,11,12 months,help you lead a better life,changing your sleep mindset,$20/month,cognitive behavioral therapy,professional athletes,4
R_1Fb31HSXkBpmLfh,12,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,"personalized, human coaching",leading researchers,4
R_1Fb31HSXkBpmLfh,2,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,scientific evidence,3
R_1Fb31HSXkBpmLfh,3,12 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,"personalized, human coaching",leading researchers,4
R_1Fb31HSXkBpmLfh,4,12 months,improve your sleep sustainably,changing your sleep mindset,$30/month,"personalized, human coaching",leading researchers,3
R_1Fb31HSXkBpmLfh,5,12 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,a program created just for you,a method that has helped thousands,3
R_1Fb31HSXkBpmLfh,6,12 months,help you lead a better life,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,scientific evidence,4
R_1Fb31HSXkBpmLfh,7,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,a program created just for you,a method that has helped thousands,3
R_1Fb31HSXkBpmLfh,8,3 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,daily text messages from a coach,a method that has helped thousands,4
R_1Fb31HSXkBpmLfh,9,3 months,help you lead a better life,changing your sleep mindset,$40/month,cognitive behavioral therapy,scientific evidence,3
R_1FbSHDvqfGeHWfg,1,3 months,help you lead a better life,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,leading researchers,1
R_1FbSHDvqfGeHWfg,10,12 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,daily text messages from a coach,leading researchers,1
R_1FbSHDvqfGeHWfg,11,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,a program created just for you,a method that has helped thousands,1
R_1FbSHDvqfGeHWfg,12,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,daily text messages from a coach,leading researchers,1
R_1FbSHDvqfGeHWfg,2,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,daily text messages from a coach,scientific evidence,1
R_1FbSHDvqfGeHWfg,3,12 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,the support of a community of people just like you,a method that has helped thousands,1
R_1FbSHDvqfGeHWfg,4,3 months,improve your sleep sustainably,empowering you to take back your sleep habits,$40/month,daily text messages from a coach,scientific evidence,1
R_1FbSHDvqfGeHWfg,5,3 months,improve your sleep sustainably,empowering you to take back your sleep habits,$30/month,the support of a community of people just like you,a method that has helped thousands,1
R_1FbSHDvqfGeHWfg,6,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,daily text messages from a coach,a method that has helped thousands,1
R_1FbSHDvqfGeHWfg,7,12 months,improve your health for the long-run,changing your sleep mindset,$40/month,a program created just for you,a method that has helped thousands,1
R_1FbSHDvqfGeHWfg,8,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,a program created just for you,a method that has helped thousands,1
R_1FbSHDvqfGeHWfg,9,3 months,help you lead a better life,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,leading researchers,1
R_1fcLIVjMerJBtPJ,1,6 months,help you lead a better life,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",a method that has helped thousands,1
R_1fcLIVjMerJBtPJ,10,12 months,improve your health for the long-run,changing your sleep mindset,$20/month,the support of a community of people just like you,scientific evidence,2
R_1fcLIVjMerJBtPJ,11,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",professional athletes,3
R_1fcLIVjMerJBtPJ,12,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$40/month,a program created just for you,scientific evidence,1
R_1fcLIVjMerJBtPJ,2,3 months,improve your health for the long-run,changing your sleep mindset,$40/month,the support of a community of people just like you,a method that has helped thousands,1
R_1fcLIVjMerJBtPJ,3,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$40/month,daily text messages from a coach,scientific evidence,2
R_1fcLIVjMerJBtPJ,4,3 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,the support of a community of people just like you,scientific evidence,4
R_1fcLIVjMerJBtPJ,5,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,a program created just for you,scientific evidence,4
R_1fcLIVjMerJBtPJ,6,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",scientific evidence,1
R_1fcLIVjMerJBtPJ,7,12 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,leading researchers,2
R_1fcLIVjMerJBtPJ,8,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$30/month,the support of a community of people just like you,leading researchers,1
R_1fcLIVjMerJBtPJ,9,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,the support of a community of people just like you,leading researchers,4
R_1fcRdtPQLFnE8lF,1,6 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,scientific evidence,2
R_1fcRdtPQLFnE8lF,10,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",leading researchers,1
R_1fcRdtPQLFnE8lF,11,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,a program created just for you,scientific evidence,1
R_1fcRdtPQLFnE8lF,12,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,a program created just for you,scientific evidence,1
R_1fcRdtPQLFnE8lF,2,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,a program created just for you,leading researchers,1
R_1fcRdtPQLFnE8lF,3,3 months,improve your sleep sustainably,changing your sleep mindset,$30/month,a program created just for you,scientific evidence,1
R_1fcRdtPQLFnE8lF,4,3 months,improve your sleep sustainably,changing your sleep mindset,$30/month,the support of a community of people just like you,scientific evidence,1
R_1fcRdtPQLFnE8lF,5,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$30/month,the support of a community of people just like you,leading researchers,1
R_1fcRdtPQLFnE8lF,6,6 months,help you lead a better life,breaking bad habits and creating new routines,$30/month,daily text messages from a coach,scientific evidence,1
R_1fcRdtPQLFnE8lF,7,3 months,improve your health for the long-run,changing your sleep mindset,$20/month,daily text messages from a coach,leading researchers,1
R_1fcRdtPQLFnE8lF,8,12 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,cognitive behavioral therapy,a method that has helped thousands,1
R_1fcRdtPQLFnE8lF,9,6 months,improve your health for the long-run,changing your sleep mindset,$30/month,daily text messages from a coach,professional athletes,1
R_1FE3UwIhXRCMxs0,1,3 months,help you lead a better life,changing your sleep mindset,$30/month,daily text messages from a coach,a method that has helped thousands,1
R_1FE3UwIhXRCMxs0,10,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,leading researchers,2
R_1FE3UwIhXRCMxs0,11,6 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,"unique daily games, challenges and exercises",professional athletes,3
R_1FE3UwIhXRCMxs0,12,12 months,improve your sleep sustainably,changing your sleep mindset,$30/month,cognitive behavioral therapy,a method that has helped thousands,2
R_1FE3UwIhXRCMxs0,2,12 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,a method that has helped thousands,2
R_1FE3UwIhXRCMxs0,3,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$40/month,daily text messages from a coach,leading researchers,1
R_1FE3UwIhXRCMxs0,4,6 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,"personalized, human coaching",scientific evidence,2
R_1FE3UwIhXRCMxs0,5,12 months,improve your health for the long-run,changing your sleep mindset,$40/month,"unique daily games, challenges and exercises",professional athletes,2
R_1FE3UwIhXRCMxs0,6,12 months,help you lead a better life,breaking bad habits and creating new routines,$30/month,a program created just for you,a method that has helped thousands,3
R_1FE3UwIhXRCMxs0,7,3 months,improve your sleep sustainably,changing your sleep mindset,$40/month,a program created just for you,a method that has helped thousands,3
R_1FE3UwIhXRCMxs0,8,12 months,improve your health for the long-run,changing your sleep mindset,$20/month,daily text messages from a coach,professional athletes,1
R_1FE3UwIhXRCMxs0,9,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,daily text messages from a coach,a method that has helped thousands,2
R_1FfjE8uisjKTwtz,1,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",leading researchers,4
R_1FfjE8uisjKTwtz,10,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,scientific evidence,4
R_1FfjE8uisjKTwtz,11,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$30/month,a program created just for you,professional athletes,4
R_1FfjE8uisjKTwtz,12,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,a program created just for you,scientific evidence,4
R_1FfjE8uisjKTwtz,2,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,scientific evidence,4
R_1FfjE8uisjKTwtz,3,3 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,scientific evidence,4
R_1FfjE8uisjKTwtz,4,6 months,help you sleep without more pills,changing your sleep mindset,$30/month,the support of a community of people just like you,professional athletes,3
R_1FfjE8uisjKTwtz,5,6 months,help you lead a better life,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,a method that has helped thousands,3
R_1FfjE8uisjKTwtz,6,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",scientific evidence,4
R_1FfjE8uisjKTwtz,7,12 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",scientific evidence,4
R_1FfjE8uisjKTwtz,8,6 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",professional athletes,3
R_1FfjE8uisjKTwtz,9,12 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,"unique daily games, challenges and exercises",leading researchers,4
R_1FFn0AnDu0kg9Su,1,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,"unique daily games, challenges and exercises",professional athletes,1
R_1FFn0AnDu0kg9Su,10,3 months,help you sleep without more pills,changing your sleep mindset,$40/month,a program created just for you,scientific evidence,1
R_1FFn0AnDu0kg9Su,11,12 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,the support of a community of people just like you,scientific evidence,1
R_1FFn0AnDu0kg9Su,12,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,daily text messages from a coach,leading researchers,1
R_1FFn0AnDu0kg9Su,2,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,cognitive behavioral therapy,professional athletes,1
R_1FFn0AnDu0kg9Su,3,3 months,improve your health for the long-run,changing your sleep mindset,$20/month,cognitive behavioral therapy,leading researchers,2
R_1FFn0AnDu0kg9Su,4,3 months,improve your health for the long-run,changing your sleep mindset,$20/month,the support of a community of people just like you,scientific evidence,2
R_1FFn0AnDu0kg9Su,5,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,a program created just for you,leading researchers,1
R_1FFn0AnDu0kg9Su,6,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,a method that has helped thousands,1
R_1FFn0AnDu0kg9Su,7,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",scientific evidence,1
R_1FFn0AnDu0kg9Su,8,12 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,the support of a community of people just like you,professional athletes,1
R_1FFn0AnDu0kg9Su,9,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,scientific evidence,2
R_1fiN0bdW9wTSg0V,1,12 months,help you lead a better life,breaking bad habits and creating new routines,$30/month,daily text messages from a coach,a method that has helped thousands,1
R_1fiN0bdW9wTSg0V,10,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,leading researchers,1
R_1fiN0bdW9wTSg0V,11,12 months,help you sleep without more pills,changing your sleep mindset,$20/month,daily text messages from a coach,leading researchers,1
R_1fiN0bdW9wTSg0V,12,3 months,help you lead a better life,changing your sleep mindset,$30/month,"personalized, human coaching",scientific evidence,1
R_1fiN0bdW9wTSg0V,2,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,a program created just for you,a method that has helped thousands,1
R_1fiN0bdW9wTSg0V,3,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,"personalized, human coaching",scientific evidence,1
R_1fiN0bdW9wTSg0V,4,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,a program created just for you,leading researchers,1
R_1fiN0bdW9wTSg0V,5,12 months,help you sleep without more pills,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",professional athletes,1
R_1fiN0bdW9wTSg0V,6,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$40/month,the support of a community of people just like you,a method that has helped thousands,1
R_1fiN0bdW9wTSg0V,7,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",professional athletes,1
R_1fiN0bdW9wTSg0V,8,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$40/month,the support of a community of people just like you,scientific evidence,1
R_1fiN0bdW9wTSg0V,9,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,"personalized, human coaching",leading researchers,1
R_1fki5Ej6CJrTAoV,1,3 months,improve your sleep sustainably,changing your sleep mindset,$20/month,cognitive behavioral therapy,leading researchers,2
R_1fki5Ej6CJrTAoV,10,6 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,professional athletes,1
R_1fki5Ej6CJrTAoV,11,12 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,the support of a community of people just like you,professional athletes,1
R_1fki5Ej6CJrTAoV,12,6 months,help you lead a better life,changing your sleep mindset,$20/month,a program created just for you,scientific evidence,1
R_1fki5Ej6CJrTAoV,2,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,a program created just for you,a method that has helped thousands,1
R_1fki5Ej6CJrTAoV,3,6 months,help you lead a better life,breaking bad habits and creating new routines,$40/month,"unique daily games, challenges and exercises",scientific evidence,1
R_1fki5Ej6CJrTAoV,4,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$30/month,cognitive behavioral therapy,professional athletes,1
R_1fki5Ej6CJrTAoV,5,3 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,"unique daily games, challenges and exercises",professional athletes,1
R_1fki5Ej6CJrTAoV,6,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",professional athletes,1
R_1fki5Ej6CJrTAoV,7,3 months,improve your sleep sustainably,changing your sleep mindset,$20/month,the support of a community of people just like you,scientific evidence,1
R_1fki5Ej6CJrTAoV,8,12 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,"unique daily games, challenges and exercises",leading researchers,1
R_1fki5Ej6CJrTAoV,9,3 months,help you lead a better life,breaking bad habits and creating new routines,$30/month,"personalized, human coaching",scientific evidence,1
